user_id,last_purchase_date,frequency,monetary,avg_order_value,total_sessions,avg_session_depth,avg_products_viewed,cart_abandon_rate,conversion_rate,recency,cluster,segment
124,2021-12-01 07:48:11+00:00,1,25.06,25.059999465942383,1,5.0,1.0,0.0,1.0,1611,2,Khách hàng Vãng lai
126,2022-04-08 04:30:37+00:00,1,48.0,48.0,6,8.166666666666666,2.3333333333333335,0.0,0.16666666666666666,1483,3,Khách hàng Tiềm năng
130,2021-01-28 03:44:01+00:00,2,77.990005,38.99500274658203,3,10.0,3.0,0.0,0.6666666666666666,1918,3,Khách hàng Tiềm năng
132,2022-06-06 18:06:42.899410+00:00,2,99.0,49.5,3,5.0,1.0,0.0,0.6666666666666666,1423,1,Khách hàng Ngủ đông
133,2022-03-18 13:16:24+00:00,2,83.89,41.94499969482422,3,10.0,3.0,0.0,0.6666666666666666,1504,3,Khách hàng Tiềm năng
135,2021-08-10 23:18:29+00:00,2,72.89,36.44499969482422,1,5.0,1.0,0.0,1.0,1723,2,Khách hàng Vãng lai
136,2022-01-25 01:54:53+00:00,3,412.76,137.586669921875,2,7.0,2.0,0.0,1.0,1556,0,Khách hàng VIP
137,2022-01-03 04:26:40+00:00,1,49.5,49.5,1,5.0,1.0,0.0,1.0,1578,2,Khách hàng Vãng lai
138,2021-10-09 08:51:32+00:00,3,403.45,134.48333740234375,7,9.571428571428571,2.7142857142857144,0.0,0.42857142857142855,1664,3,Khách hàng Tiềm năng
142,2021-01-25 21:44:48+00:00,1,198.0,198.0,1,5.0,1.0,0.0,1.0,1920,2,Khách hàng Vãng lai
143,2020-12-07 02:12:07+00:00,1,37.98,37.97999954223633,2,5.0,1.0,0.0,0.5,1970,1,Khách hàng Ngủ đông
144,2021-12-03 01:09:26+00:00,4,235.73001,58.93250274658203,1,5.0,1.0,0.0,1.0,1609,0,Khách hàng VIP
145,2021-12-18 16:29:16+00:00,3,62.67,20.889999389648438,1,5.0,1.0,0.0,1.0,1594,2,Khách hàng Vãng lai
146,2021-02-24 07:26:53+00:00,1,74.990005,74.99000549316406,1,5.0,1.0,0.0,1.0,1891,2,Khách hàng Vãng lai
147,2022-05-07 00:29:09+00:00,1,15.28,15.279999732971191,5,5.8,1.4,0.0,0.2,1454,1,Khách hàng Ngủ đông
151,2022-06-06 12:56:54.318193+00:00,1,34.84,34.84000015258789,2,5.0,1.0,0.0,0.5,1424,1,Khách hàng Ngủ đông
152,2022-01-30 14:26:35+00:00,1,99.99,99.98999786376953,3,5.0,1.0,0.0,0.3333333333333333,1551,1,Khách hàng Ngủ đông
153,2022-04-20 10:25:41+00:00,1,199.99,199.99000549316406,1,5.0,1.0,0.0,1.0,1471,2,Khách hàng Vãng lai
154,2021-08-29 10:45:23+00:00,3,227.98001,75.9933369954427,3,10.0,3.0,0.0,1.0,1705,3,Khách hàng Tiềm năng
157,2022-03-30 01:19:42+00:00,2,310.47998,155.239990234375,2,7.0,2.0,0.0,1.0,1492,0,Khách hàng VIP
158,2021-08-31 13:05:34+00:00,3,481.29,160.43000284830728,1,5.0,1.0,0.0,1.0,1703,0,Khách hàng VIP
159,2021-08-27 17:16:04+00:00,2,173.0,86.5,1,5.0,1.0,0.0,1.0,1707,2,Khách hàng Vãng lai
163,2022-04-23 13:54:45+00:00,1,43.95,43.95000076293945,3,6.333333333333333,1.6666666666666667,0.0,0.3333333333333333,1468,1,Khách hàng Ngủ đông
164,2022-01-19 13:23:02+00:00,1,102.32,102.31999969482422,2,5.0,1.0,0.0,0.5,1562,1,Khách hàng Ngủ đông
166,2022-04-09 05:27:12+00:00,1,93.99,93.98999786376953,3,10.0,3.0,0.0,0.3333333333333333,1482,3,Khách hàng Tiềm năng
168,2022-02-22 00:05:20+00:00,1,38.99,38.9900016784668,1,5.0,1.0,0.0,1.0,1528,2,Khách hàng Vãng lai
171,2022-05-12 10:43:54+00:00,2,90.99,45.494998931884766,1,5.0,1.0,0.0,1.0,1449,2,Khách hàng Vãng lai
174,2022-03-25 06:45:38+00:00,1,98.0,98.0,3,10.0,3.0,0.0,0.3333333333333333,1497,3,Khách hàng Tiềm năng
175,2022-01-22 05:27:02+00:00,1,260.0,260.0,1,5.0,1.0,0.0,1.0,1559,0,Khách hàng VIP
177,2022-06-03 12:37:07+00:00,1,50.0,50.0,1,5.0,1.0,0.0,1.0,1427,2,Khách hàng Vãng lai
179,2021-11-03 05:10:38+00:00,2,224.64,112.31999969482422,2,5.0,1.0,0.0,1.0,1639,0,Khách hàng VIP
183,2022-02-13 10:50:40+00:00,3,260.29,86.76333618164062,1,5.0,1.0,0.0,1.0,1537,0,Khách hàng VIP
185,2022-03-02 23:06:29+00:00,2,84.1,42.04999923706055,3,10.0,3.0,0.0,0.6666666666666666,1519,3,Khách hàng Tiềm năng
186,2021-08-03 23:44:48+00:00,2,142.98001,71.49000549316406,3,5.0,1.0,0.0,0.6666666666666666,1730,1,Khách hàng Ngủ đông
187,2020-03-14 10:31:31+00:00,2,124.11,62.05500030517578,3,10.0,3.0,0.0,0.6666666666666666,2238,3,Khách hàng Tiềm năng
188,2022-03-30 23:00:04+00:00,1,74.5,74.5,6,6.333333333333333,1.6666666666666667,0.0,0.16666666666666666,1491,1,Khách hàng Ngủ đông
191,2021-06-18 07:17:36+00:00,2,129.7,64.8499984741211,5,11.4,3.4,0.0,0.4,1777,3,Khách hàng Tiềm năng
193,2022-03-21 23:20:03+00:00,2,263.5,131.75,1,5.0,1.0,0.0,1.0,1500,0,Khách hàng VIP
198,2020-12-31 10:22:40+00:00,1,108.490005,108.49000549316406,3,10.0,3.0,0.0,0.3333333333333333,1946,3,Khách hàng Tiềm năng
200,2022-04-09 00:34:27+00:00,1,129.0,129.0,1,5.0,1.0,0.0,1.0,1482,2,Khách hàng Vãng lai
201,2022-03-31 01:32:43+00:00,1,89.6,89.5999984741211,1,5.0,1.0,0.0,1.0,1491,2,Khách hàng Vãng lai
204,2021-06-19 13:14:41+00:00,1,45.56,45.560001373291016,1,5.0,1.0,0.0,1.0,1776,2,Khách hàng Vãng lai
205,2022-04-18 05:10:52+00:00,1,58.45,58.45000076293945,2,7.0,2.0,0.0,0.5,1473,1,Khách hàng Ngủ đông
207,2022-06-09 15:18:55.502656+00:00,1,243.0,243.0,2,5.0,1.0,0.0,0.5,1421,0,Khách hàng VIP
208,2021-12-30 23:01:27+00:00,1,164.94,164.94000244140625,2,5.0,1.0,0.0,0.5,1581,1,Khách hàng Ngủ đông
209,2021-08-20 06:13:54+00:00,2,242.94,121.47000122070312,4,13.0,4.0,0.0,0.5,1714,3,Khách hàng Tiềm năng
210,2022-04-12 04:12:33+00:00,2,71.33,35.665000915527344,3,10.0,3.0,0.0,0.6666666666666666,1479,3,Khách hàng Tiềm năng
211,2021-12-19 07:01:37+00:00,1,29.99,29.989999771118164,5,6.6,1.8,0.0,0.2,1593,1,Khách hàng Ngủ đông
212,2021-05-31 14:30:32+00:00,1,46.39,46.38999938964844,4,7.0,2.0,0.0,0.25,1795,1,Khách hàng Ngủ đông
214,2021-11-25 04:53:28+00:00,3,355.29,118.4300028483073,1,5.0,1.0,0.0,1.0,1617,0,Khách hàng VIP
217,2022-03-04 06:54:17+00:00,1,99.4,99.4000015258789,1,5.0,1.0,0.0,1.0,1518,2,Khách hàng Vãng lai
218,2021-10-01 22:50:28+00:00,2,388.68,194.33999633789062,3,6.333333333333333,1.6666666666666667,0.0,0.6666666666666666,1671,0,Khách hàng VIP
219,2022-04-25 05:02:31+00:00,1,233.92,233.9199981689453,1,5.0,1.0,0.0,1.0,1466,0,Khách hàng VIP
221,2022-05-12 21:51:49+00:00,1,14.45,14.449999809265137,2,7.0,2.0,0.0,0.5,1448,1,Khách hàng Ngủ đông
223,2021-04-05 11:16:56+00:00,4,767.02,191.7550048828125,5,8.0,2.2,0.0,0.8,1851,0,Khách hàng VIP
224,2022-03-29 23:36:10+00:00,2,269.99,134.9949951171875,1,5.0,1.0,0.0,1.0,1492,0,Khách hàng VIP
225,2020-08-03 16:00:34+00:00,1,178.99,178.99000549316406,6,10.333333333333334,3.0,0.0,0.16666666666666666,2096,3,Khách hàng Tiềm năng
226,2020-08-02 07:50:25+00:00,1,140.19,140.19000244140625,2,7.0,2.0,0.0,0.5,2097,1,Khách hàng Ngủ đông
228,2021-10-14 07:01:05+00:00,2,170.7,85.3499984741211,6,10.333333333333334,3.0,0.0,0.3333333333333333,1659,3,Khách hàng Tiềm năng
232,2022-01-20 12:08:40+00:00,1,207.95999,207.95999145507812,3,6.333333333333333,1.6666666666666667,0.0,0.3333333333333333,1561,1,Khách hàng Ngủ đông
234,2019-12-26 08:44:04+00:00,2,204.99,102.49500274658203,1,5.0,1.0,0.0,1.0,2317,2,Khách hàng Vãng lai
235,2021-05-15 09:45:02+00:00,1,93.5,93.5,1,5.0,1.0,0.0,1.0,1811,2,Khách hàng Vãng lai
237,2022-05-21 00:04:08+00:00,2,51.13,25.565000534057617,1,5.0,1.0,0.0,1.0,1440,2,Khách hàng Vãng lai
238,2021-09-04 05:07:14+00:00,1,34.0,34.0,2,7.0,2.0,0.0,0.5,1699,1,Khách hàng Ngủ đông
240,2021-02-02 01:30:42+00:00,1,80.5,80.5,1,5.0,1.0,0.0,1.0,1913,2,Khách hàng Vãng lai
241,2022-05-13 22:33:12+00:00,1,1022.95,1022.9500122070312,1,5.0,1.0,0.0,1.0,1447,0,Khách hàng VIP
245,2022-01-29 01:11:00+00:00,2,121.49,60.744998931884766,1,5.0,1.0,0.0,1.0,1552,2,Khách hàng Vãng lai
247,2020-12-22 06:34:31+00:00,1,149.39,149.38999938964844,1,5.0,1.0,0.0,1.0,1955,2,Khách hàng Vãng lai
248,2022-02-14 06:44:52+00:00,1,120.0,120.0,3,6.333333333333333,1.6666666666666667,0.0,0.3333333333333333,1536,1,Khách hàng Ngủ đông
249,2022-03-02 10:23:48+00:00,1,41.99,41.9900016784668,1,5.0,1.0,0.0,1.0,1520,2,Khách hàng Vãng lai
251,2022-05-28 13:07:47+00:00,2,265.19998,132.59999084472656,2,5.0,1.0,0.0,1.0,1433,0,Khách hàng VIP
252,2022-03-26 12:26:09+00:00,2,130.09,65.04499816894531,1,5.0,1.0,0.0,1.0,1496,2,Khách hàng Vãng lai
254,2021-05-25 14:28:44+00:00,3,181.45001,60.48333740234375,1,5.0,1.0,0.0,1.0,1801,0,Khách hàng VIP
255,2022-05-08 16:44:02+00:00,1,98.0,98.0,2,5.0,1.0,0.0,0.5,1453,1,Khách hàng Ngủ đông
256,2021-08-19 12:12:37+00:00,1,14.99,14.989999771118164,1,5.0,1.0,0.0,1.0,1715,2,Khách hàng Vãng lai
257,2022-03-16 15:10:06+00:00,1,189.0,189.0,5,5.8,1.4,0.0,0.2,1506,1,Khách hàng Ngủ đông
259,2021-09-09 23:54:31+00:00,1,19.99,19.989999771118164,1,5.0,1.0,0.0,1.0,1693,2,Khách hàng Vãng lai
260,2021-08-26 15:47:50+00:00,1,81.95,81.94999694824219,1,5.0,1.0,0.0,1.0,1708,2,Khách hàng Vãng lai
262,2022-05-31 07:23:55+00:00,1,132.66,132.66000366210938,1,5.0,1.0,0.0,1.0,1430,2,Khách hàng Vãng lai
263,2022-05-04 14:04:13+00:00,3,184.39001,61.463338216145836,6,7.5,2.0,0.0,0.5,1457,3,Khách hàng Tiềm năng
264,2020-04-07 01:10:14+00:00,1,55.0,55.0,2,7.0,2.0,0.0,0.5,2214,1,Khách hàng Ngủ đông
265,2019-07-03 00:06:58+00:00,1,168.0,168.0,2,7.0,2.0,0.0,0.5,2493,1,Khách hàng Ngủ đông
266,2021-08-18 07:38:13+00:00,1,116.43,116.43000030517578,1,5.0,1.0,0.0,1.0,1716,2,Khách hàng Vãng lai
272,2022-02-14 10:53:33+00:00,1,198.0,198.0,2,5.0,1.0,0.0,0.5,1536,1,Khách hàng Ngủ đông
273,2020-12-14 09:39:12+00:00,1,39.99,39.9900016784668,1,5.0,1.0,0.0,1.0,1963,2,Khách hàng Vãng lai
275,2021-12-15 11:41:27+00:00,1,116.990005,116.99000549316406,5,5.8,1.4,0.0,0.2,1597,1,Khách hàng Ngủ đông
276,2022-05-31 07:04:00+00:00,4,429.85,107.4625015258789,5,8.8,2.6,0.0,0.8,1430,0,Khách hàng VIP
277,2022-06-04 15:33:38+00:00,1,44.99,44.9900016784668,2,7.0,2.0,0.0,0.5,1426,1,Khách hàng Ngủ đông
278,2020-10-06 06:13:25+00:00,1,61.99,61.9900016784668,3,10.0,3.0,0.0,0.3333333333333333,2032,3,Khách hàng Tiềm năng
279,2022-01-11 22:56:57+00:00,1,69.5,69.5,1,5.0,1.0,0.0,1.0,1569,2,Khách hàng Vãng lai
280,2021-03-28 14:07:29+00:00,1,895.0,895.0,5,5.8,1.4,0.0,0.2,1859,0,Khách hàng VIP
282,2020-04-23 04:22:14+00:00,2,55.65,27.825000762939453,3,6.333333333333333,1.6666666666666667,0.0,0.6666666666666666,2198,1,Khách hàng Ngủ đông
283,2020-09-11 07:50:51+00:00,1,62.0,62.0,1,5.0,1.0,0.0,1.0,2057,2,Khách hàng Vãng lai
284,2022-01-08 08:48:28+00:00,1,85.0,85.0,8,9.5,2.75,0.0,0.125,1573,3,Khách hàng Tiềm năng
287,2021-07-26 18:59:26+00:00,1,69.53,69.52999877929688,5,11.4,3.4,0.0,0.2,1738,3,Khách hàng Tiềm năng
288,2021-04-17 02:06:26+00:00,1,39.95,39.95000076293945,2,5.0,1.0,0.0,0.5,1839,1,Khách hàng Ngủ đông
289,2021-05-25 23:58:34+00:00,1,7.18,7.179999828338623,2,5.0,1.0,0.0,0.5,1800,1,Khách hàng Ngủ đông
290,2022-03-16 00:48:38+00:00,4,274.40002,68.60000610351562,2,5.0,1.0,0.0,1.0,1506,0,Khách hàng VIP
291,2021-12-19 16:28:30+00:00,2,219.48999,109.7449951171875,1,5.0,1.0,0.0,1.0,1593,2,Khách hàng Vãng lai
293,2022-01-06 09:38:04+00:00,2,132.95,66.4749984741211,2,5.0,1.0,0.0,1.0,1575,2,Khách hàng Vãng lai
294,2020-12-20 06:55:16+00:00,1,19.76,19.760000228881836,1,5.0,1.0,0.0,1.0,1957,2,Khách hàng Vãng lai
295,2021-01-28 08:25:38+00:00,2,229.94,114.97000122070312,4,5.0,1.0,0.0,0.5,1918,1,Khách hàng Ngủ đông
298,2021-09-30 15:10:48+00:00,1,42.0,42.0,3,6.333333333333333,1.6666666666666667,0.0,0.3333333333333333,1673,1,Khách hàng Ngủ đông
301,2022-03-18 05:28:27+00:00,1,24.78,24.780000686645508,3,5.0,1.0,0.0,0.3333333333333333,1504,1,Khách hàng Ngủ đông
305,2021-11-29 09:55:32+00:00,1,66.5,66.5,1,5.0,1.0,0.0,1.0,1613,2,Khách hàng Vãng lai
307,2020-07-15 14:20:14+00:00,1,114.4,114.4000015258789,2,7.0,2.0,0.0,0.5,2115,1,Khách hàng Ngủ đông
309,2022-04-30 04:54:45+00:00,4,404.49,101.12249755859375,2,7.0,2.0,0.0,1.0,1461,0,Khách hàng VIP
310,2019-12-17 10:34:37+00:00,1,58.34,58.34000015258789,5,8.8,2.6,0.0,0.2,2326,3,Khách hàng Tiềm năng
311,2022-05-11 23:27:30+00:00,3,104.47,34.823333740234375,1,5.0,1.0,0.0,1.0,1449,2,Khách hàng Vãng lai
317,2022-04-02 00:50:44+00:00,3,115.0,38.333333333333336,1,5.0,1.0,0.0,1.0,1489,2,Khách hàng Vãng lai
320,2022-04-09 00:48:49+00:00,1,278.0,278.0,4,6.0,1.5,0.0,0.25,1482,1,Khách hàng Ngủ đông
321,2020-10-06 02:16:20+00:00,2,23.46,11.729999542236328,1,5.0,1.0,0.0,1.0,2032,2,Khách hàng Vãng lai
323,2020-01-17 09:21:21+00:00,1,29.99,29.989999771118164,1,5.0,1.0,0.0,1.0,2295,2,Khách hàng Vãng lai
327,2021-01-28 01:32:39+00:00,1,61.409996,61.409996032714844,2,7.0,2.0,0.0,0.5,1918,1,Khách hàng Ngủ đông
330,2020-12-03 05:07:37+00:00,1,279.99,279.989990234375,2,7.0,2.0,0.0,0.5,1974,0,Khách hàng VIP
335,2020-09-30 03:07:26+00:00,1,123.0,123.0,5,11.4,3.4,0.0,0.2,2038,3,Khách hàng Tiềm năng
336,2021-12-11 11:43:44+00:00,1,219.0,219.0,1,5.0,1.0,0.0,1.0,1601,2,Khách hàng Vãng lai
339,2021-09-30 08:30:11+00:00,1,177.95,177.9499969482422,1,5.0,1.0,0.0,1.0,1673,2,Khách hàng Vãng lai
