product_id,category,department,retail_price,margin_pct,price_tier
28067,Swim,Men,36.0,0.416,Budget
28076,Swim,Men,58.99,0.393,Budget
28079,Swim,Men,49.0,0.352,Budget
28065,Swim,Men,30.0,0.395,Budget
28171,Swim,Men,42.0,0.394,Budget
28193,Swim,Men,38.0,0.419,Budget
27779,Swim,Men,43.5,0.425,Budget
27855,Swim,Men,52.99,0.361,Budget
28132,Swim,Men,52.95,0.399,Budget
27817,Swim,Men,47.95,0.368,Budget
27865,Swim,Men,35.99,0.429,Budget
27956,Swim,Men,37.95,0.409,Budget
28148,Swim,Men,48.95,0.439,Budget
27996,Swim,Men,29.99,0.375,Budget
28085,Swim,Men,21.82,0.354,Budget
28143,Swim,Men,28.91,0.425,Budget
28280,Swim,Men,17.85,0.364,Budget
27765,Swim,Men,59.0,0.358,Budget
27769,Swim,Men,59.85,0.411,Budget
27788,Swim,Men,69.0,0.35,Budget
27842,Swim,Men,34.3,0.403,Budget
27844,Swim,Men,64.0,0.401,Budget
28220,Swim,Men,29.5,0.378,Budget
27753,Swim,Men,59.0,0.413,Budget
27878,Swim,Men,39.99,0.368,Budget
28172,Swim,Men,59.0,0.428,Budget
28189,Swim,Men,35.0,0.395,Budget
28005,Swim,Men,27.0,0.4,Budget
28014,Swim,Men,27.0,0.409,Budget
27861,Swim,Men,24.95,0.41,Budget
28000,Swim,Men,29.95,0.422,Budget
28212,Swim,Men,29.95,0.379,Budget
27459,Swim,Men,65.0,0.408,Budget
27565,Swim,Men,65.0,0.367,Budget
27602,Swim,Men,54.46,0.359,Budget
27654,Swim,Men,69.0,0.379,Budget
27657,Swim,Men,65.0,0.39,Budget
27684,Swim,Men,65.0,0.42,Budget
27748,Swim,Men,34.95,0.398,Budget
27701,Swim,Men,65.0,0.412,Budget
27708,Swim,Men,51.75,0.413,Budget
27819,Swim,Men,65.0,0.444,Budget
28221,Swim,Men,69.0,0.396,Budget
28202,Swim,Men,60.0,0.398,Budget
28281,Swim,Men,58.0,0.356,Budget
28078,Swim,Men,74.99,0.44,Budget
28219,Swim,Men,89.5,0.368,Budget
28009,Swim,Men,24.99,0.43,Budget
27543,Swim,Men,36.0,0.448,Budget
27640,Swim,Men,49.5,0.407,Budget
27538,Swim,Men,15.99,0.378,Budget
27516,Swim,Men,31.99,0.416,Budget
27801,Swim,Men,99.99,0.385,Budget
27821,Swim,Men,199.99,0.403,Premium
27931,Swim,Men,129.99,0.376,Premium
27993,Swim,Men,27.99,0.428,Budget
28128,Swim,Men,29.99,0.381,Budget
28052,Swim,Men,45.0,0.351,Budget
28158,Swim,Men,52.0,0.401,Budget
28203,Swim,Men,85.0,0.352,Budget
27778,Swim,Men,36.88,0.367,Budget
28028,Swim,Men,36.88,0.366,Budget
27841,Swim,Men,53.69,0.384,Budget
27668,Swim,Men,79.0,0.38,Budget
27777,Swim,Men,69.0,0.351,Budget
28063,Swim,Men,59.0,0.419,Budget
28141,Swim,Men,79.0,0.394,Budget
28153,Swim,Men,69.0,0.444,Budget
27712,Swim,Men,36.34,0.39,Budget
27752,Swim,Men,32.07,0.382,Budget
28053,Swim,Men,40.49,0.432,Budget
28083,Swim,Men,75.0,0.358,Budget
28091,Swim,Men,85.0,0.357,Budget
28246,Swim,Men,75.0,0.424,Budget
27944,Swim,Men,39.99,0.401,Budget
27703,Swim,Men,40.0,0.422,Budget
27724,Swim,Men,74.0,0.355,Budget
27736,Swim,Men,74.0,0.435,Budget
27879,Swim,Men,46.5,0.404,Budget
27911,Swim,Men,74.0,0.41,Budget
27995,Swim,Men,74.0,0.437,Budget
27679,Swim,Men,25.0,0.427,Budget
27898,Swim,Men,25.0,0.415,Budget
27957,Swim,Men,25.0,0.44,Budget
28012,Swim,Men,18.99,0.44,Budget
27942,Swim,Men,33.95,0.36,Budget
28105,Swim,Men,39.99,0.368,Budget
27465,Swim,Men,54.0,0.437,Budget
27714,Swim,Men,54.0,0.372,Budget
27803,Swim,Men,62.0,0.387,Budget
27808,Swim,Men,54.0,0.392,Budget
27901,Swim,Men,54.0,0.447,Budget
28055,Swim,Men,59.0,0.397,Budget
28215,Swim,Men,69.5,0.424,Budget
28228,Swim,Men,60.0,0.377,Budget
27757,Swim,Men,28.0,0.414,Budget
27746,Swim,Men,37.5,0.393,Budget
27776,Swim,Men,37.5,0.444,Budget
28209,Swim,Men,54.95,0.36,Budget
27419,Swim,Men,39.0,0.363,Budget
27421,Swim,Men,38.0,0.358,Budget
27422,Swim,Men,44.0,0.405,Budget
27428,Swim,Men,36.0,0.397,Budget
27431,Swim,Men,46.76,0.361,Budget
27432,Swim,Men,41.95,0.443,Budget
27434,Swim,Men,31.95,0.44,Budget
27436,Swim,Men,47.95,0.424,Budget
27438,Swim,Men,33.95,0.363,Budget
27440,Swim,Men,39.95,0.394,Budget
27444,Swim,Men,34.16,0.412,Budget
27448,Swim,Men,49.99,0.386,Budget
27454,Swim,Men,50.0,0.356,Budget
27455,Swim,Men,48.99,0.353,Budget
27456,Swim,Men,37.99,0.4,Budget
27461,Swim,Men,31.72,0.442,Budget
27462,Swim,Men,34.0,0.426,Budget
27464,Swim,Men,42.99,0.435,Budget
27468,Swim,Men,46.0,0.377,Budget
27469,Swim,Men,52.0,0.442,Budget
27470,Swim,Men,48.0,0.441,Budget
27476,Swim,Men,31.99,0.419,Budget
27477,Swim,Men,43.0,0.386,Budget
27478,Swim,Men,29.95,0.36,Budget
27479,Swim,Men,25.0,0.386,Budget
27485,Swim,Men,34.95,0.406,Budget
27486,Swim,Men,25.0,0.426,Budget
27488,Swim,Men,36.0,0.396,Budget
27492,Swim,Men,35.95,0.424,Budget
27496,Swim,Men,31.72,0.362,Budget
27504,Swim,Men,36.39,0.398,Budget
27505,Swim,Men,54.0,0.391,Budget
27513,Swim,Men,37.95,0.357,Budget
27517,Swim,Men,25.0,0.411,Budget
27520,Swim,Men,29.99,0.447,Budget
27524,Swim,Men,35.95,0.406,Budget
27533,Swim,Men,149.95,0.44,Premium
27541,Swim,Men,33.33,0.415,Budget
27548,Swim,Men,46.0,0.384,Budget
27554,Swim,Men,52.0,0.442,Budget
27559,Swim,Men,72.0,0.409,Budget
27570,Swim,Men,25.0,0.356,Budget
27573,Swim,Men,25.0,0.407,Budget
27580,Swim,Men,54.0,0.402,Budget
27585,Swim,Men,41.95,0.38,Budget
27611,Swim,Men,28.15,0.368,Budget
27618,Swim,Men,28.95,0.402,Budget
27620,Swim,Men,52.0,0.361,Budget
27624,Swim,Men,29.52,0.354,Budget
27627,Swim,Men,40.0,0.405,Budget
27628,Swim,Men,60.0,0.372,Budget
27646,Swim,Men,41.95,0.428,Budget
27648,Swim,Men,64.0,0.355,Budget
27652,Swim,Men,38.0,0.418,Budget
27659,Swim,Men,39.99,0.36,Budget
27664,Swim,Men,47.99,0.393,Budget
27697,Swim,Men,47.95,0.403,Budget
27705,Swim,Men,33.0,0.363,Budget
27707,Swim,Men,47.99,0.447,Budget
27725,Swim,Men,49.99,0.376,Budget
27732,Swim,Men,28.23,0.39,Budget
27737,Swim,Men,36.75,0.375,Budget
27745,Swim,Men,43.95,0.42,Budget
27759,Swim,Men,50.67,0.365,Budget
27762,Swim,Men,43.95,0.441,Budget
27789,Swim,Men,49.99,0.37,Budget
27843,Swim,Men,50.67,0.423,Budget
27845,Swim,Men,35.42,0.356,Budget
27866,Swim,Men,31.88,0.37,Budget
27880,Swim,Men,29.52,0.399,Budget
27890,Swim,Men,54.0,0.377,Budget
27962,Swim,Men,29.52,0.387,Budget
28047,Swim,Men,34.95,0.375,Budget
28048,Swim,Men,47.99,0.385,Budget
28058,Swim,Men,32.0,0.424,Budget
28059,Swim,Men,46.0,0.403,Budget
28081,Swim,Men,40.18,0.423,Budget
28110,Swim,Men,35.73,0.447,Budget
28145,Swim,Men,46.0,0.443,Budget
28177,Swim,Men,30.95,0.386,Budget
28257,Swim,Men,59.99,0.368,Budget
28258,Swim,Men,29.52,0.387,Budget
28276,Swim,Men,38.0,0.361,Budget
27395,Swim,Men,49.5,0.381,Budget
27413,Swim,Men,64.95,0.393,Budget
27414,Swim,Men,45.0,0.438,Budget
27415,Swim,Men,49.5,0.426,Budget
27423,Swim,Men,45.0,0.395,Budget
27424,Swim,Men,49.5,0.413,Budget
27427,Swim,Men,59.45,0.414,Budget
27447,Swim,Men,35.0,0.372,Budget
27473,Swim,Men,49.45,0.363,Budget
27522,Swim,Men,60.0,0.404,Budget
27531,Swim,Men,39.5,0.368,Budget
27550,Swim,Men,49.5,0.421,Budget
27572,Swim,Men,55.0,0.411,Budget
27575,Swim,Men,59.5,0.442,Budget
27579,Swim,Men,35.0,0.398,Budget
27588,Swim,Men,49.5,0.397,Budget
27626,Swim,Men,54.95,0.374,Budget
27629,Swim,Men,59.5,0.449,Budget
27631,Swim,Men,55.0,0.418,Budget
27639,Swim,Men,63.97,0.402,Budget
27644,Swim,Men,55.0,0.441,Budget
27651,Swim,Men,36.95,0.386,Budget
27693,Swim,Men,45.0,0.439,Budget
27766,Swim,Men,54.95,0.436,Budget
27820,Swim,Men,33.0,0.364,Budget
27850,Swim,Men,59.5,0.404,Budget
27871,Swim,Men,37.0,0.417,Budget
27896,Swim,Men,59.5,0.361,Budget
27928,Swim,Men,54.95,0.356,Budget
27966,Swim,Men,41.25,0.392,Budget
28050,Swim,Men,63.97,0.363,Budget
28071,Swim,Men,33.0,0.395,Budget
28093,Swim,Men,48.97,0.367,Budget
28106,Swim,Men,60.0,0.361,Budget
28109,Swim,Men,55.0,0.361,Budget
28201,Swim,Men,31.5,0.417,Budget
28223,Swim,Men,54.95,0.38,Budget
28260,Swim,Men,54.95,0.444,Budget
28214,Swim,Men,29.95,0.39,Budget
28224,Swim,Men,99.0,0.449,Budget
27417,Swim,Men,25.0,0.436,Budget
27437,Swim,Men,25.0,0.396,Budget
27446,Swim,Men,25.0,0.392,Budget
27458,Swim,Men,25.0,0.359,Budget
27480,Swim,Men,25.0,0.35,Budget
27495,Swim,Men,25.0,0.364,Budget
27576,Swim,Men,25.0,0.424,Budget
27581,Swim,Men,25.0,0.426,Budget
27601,Swim,Men,25.0,0.426,Budget
27617,Swim,Men,25.0,0.387,Budget
27680,Swim,Men,25.0,0.387,Budget
27723,Swim,Men,25.0,0.38,Budget
27727,Swim,Men,25.0,0.396,Budget
27729,Swim,Men,25.0,0.367,Budget
27743,Swim,Men,25.0,0.405,Budget
27787,Swim,Men,25.0,0.418,Budget
27835,Swim,Men,21.38,0.425,Budget
27859,Swim,Men,25.0,0.429,Budget
27868,Swim,Men,17.32,0.378,Budget
27919,Swim,Men,25.0,0.443,Budget
27941,Swim,Men,29.0,0.41,Budget
27943,Swim,Men,25.0,0.367,Budget
27978,Swim,Men,25.0,0.379,Budget
28038,Swim,Men,21.0,0.392,Budget
28180,Swim,Men,25.0,0.444,Budget
27556,Swim,Men,18.59,0.402,Budget
27702,Swim,Men,29.99,0.351,Budget
27938,Swim,Men,25.0,0.423,Budget
28118,Swim,Men,54.5,0.404,Budget
28129,Swim,Men,56.06,0.39,Budget
27606,Swim,Men,54.0,0.406,Budget
27672,Swim,Men,58.0,0.445,Budget
28119,Swim,Men,55.0,0.435,Budget
27686,Swim,Men,40.0,0.412,Budget
27794,Swim,Men,40.0,0.411,Budget
27484,Swim,Men,29.99,0.381,Budget
28112,Swim,Men,274.99,0.395,Premium
27747,Swim,Men,25.0,0.42,Budget
27840,Swim,Men,25.0,0.354,Budget
28032,Swim,Men,25.0,0.441,Budget
28133,Swim,Men,25.0,0.372,Budget
28164,Swim,Men,25.0,0.372,Budget
28213,Swim,Men,25.0,0.4,Budget
28291,Swim,Men,25.0,0.449,Budget
28249,Swim,Men,24.99,0.412,Budget
28259,Swim,Men,23.97,0.35,Budget
27726,Swim,Men,49.99,0.434,Budget
28035,Swim,Men,69.0,0.434,Budget
28113,Swim,Men,59.0,0.413,Budget
28089,Swim,Men,69.99,0.359,Budget
27975,Swim,Men,29.88,0.357,Budget
27987,Swim,Men,49.99,0.395,Budget
27992,Swim,Men,49.99,0.411,Budget
28121,Swim,Men,49.99,0.387,Budget
28029,Swim,Men,37.5,0.428,Budget
28244,Swim,Men,75.0,0.356,Budget
28295,Swim,Men,37.5,0.402,Budget
27393,Swim,Men,125.0,0.441,Premium
27394,Swim,Men,95.0,0.363,Budget
27402,Swim,Men,97.5,0.411,Budget
27713,Swim,Men,75.0,0.41,Budget
27815,Swim,Men,67.5,0.41,Budget
27885,Swim,Men,48.43,0.358,Budget
27894,Swim,Men,88.0,0.369,Budget
27981,Swim,Men,95.0,0.373,Budget
28007,Swim,Men,105.0,0.355,Budget
28013,Swim,Men,137.5,0.374,Premium
28034,Swim,Men,71.25,0.371,Budget
28046,Swim,Men,71.25,0.366,Budget
28205,Swim,Men,85.6,0.373,Budget
28211,Swim,Men,78.75,0.39,Budget
28222,Swim,Men,71.25,0.446,Budget
28248,Swim,Men,67.5,0.43,Budget
28256,Swim,Men,67.5,0.418,Budget
27754,Swim,Men,14.97,0.361,Budget
27483,Swim,Men,18.97,0.413,Budget
27497,Swim,Men,16.97,0.423,Budget
27499,Swim,Men,21.97,0.367,Budget
27502,Swim,Men,13.97,0.443,Budget
27508,Swim,Men,17.97,0.394,Budget
27515,Swim,Men,16.97,0.426,Budget
27519,Swim,Men,13.97,0.433,Budget
27521,Swim,Men,17.97,0.413,Budget
27532,Swim,Men,20.97,0.394,Budget
27539,Swim,Men,21.97,0.441,Budget
27540,Swim,Men,26.97,0.444,Budget
27547,Swim,Men,16.97,0.354,Budget
27560,Swim,Men,22.97,0.352,Budget
27564,Swim,Men,17.97,0.441,Budget
27590,Swim,Men,24.97,0.363,Budget
27593,Swim,Men,18.97,0.361,Budget
27600,Swim,Men,19.97,0.37,Budget
27604,Swim,Men,16.97,0.441,Budget
27621,Swim,Men,22.97,0.423,Budget
27625,Swim,Men,19.97,0.44,Budget
27660,Swim,Men,23.97,0.389,Budget
27662,Swim,Men,23.97,0.365,Budget
27666,Swim,Men,17.49,0.409,Budget
27694,Swim,Men,19.97,0.351,Budget
27721,Swim,Men,24.97,0.352,Budget
27741,Swim,Men,17.97,0.436,Budget
27760,Swim,Men,16.97,0.384,Budget
27768,Swim,Men,16.97,0.366,Budget
27797,Swim,Men,21.97,0.406,Budget
27811,Swim,Men,26.97,0.433,Budget
27823,Swim,Men,22.97,0.408,Budget
27832,Swim,Men,16.97,0.354,Budget
27864,Swim,Men,21.97,0.422,Budget
27889,Swim,Men,26.97,0.361,Budget
27895,Swim,Men,16.97,0.381,Budget
27905,Swim,Men,23.97,0.365,Budget
27951,Swim,Men,23.97,0.424,Budget
27963,Swim,Men,22.97,0.406,Budget
28010,Swim,Men,28.97,0.399,Budget
28114,Swim,Men,24.97,0.414,Budget
28217,Swim,Men,26.97,0.378,Budget
28268,Swim,Men,22.97,0.446,Budget
28299,Swim,Men,19.97,0.37,Budget
27509,Swim,Men,59.5,0.376,Budget
27595,Swim,Men,54.45,0.433,Budget
27614,Swim,Men,49.5,0.363,Budget
27616,Swim,Men,48.65,0.434,Budget
27722,Swim,Men,39.5,0.409,Budget
27742,Swim,Men,62.5,0.439,Budget
27749,Swim,Men,49.5,0.412,Budget
27781,Swim,Men,43.99,0.387,Budget
27786,Swim,Men,39.9,0.36,Budget
27828,Swim,Men,47.04,0.447,Budget
27947,Swim,Men,34.65,0.419,Budget
27968,Swim,Men,22.0,0.367,Budget
28037,Swim,Men,59.5,0.441,Budget
28170,Swim,Men,59.5,0.441,Budget
28178,Swim,Men,46.5,0.383,Budget
28182,Swim,Men,31.15,0.424,Budget
28187,Swim,Men,99.5,0.424,Budget
28296,Swim,Men,55.5,0.373,Budget
27709,Swim,Men,39.99,0.44,Budget
27756,Swim,Men,49.99,0.352,Budget
27839,Swim,Men,49.99,0.441,Budget
27948,Swim,Men,64.99,0.448,Budget
28290,Swim,Men,64.99,0.371,Budget
27655,Swim,Men,24.95,0.392,Budget
27791,Swim,Men,260.0,0.384,Premium
27937,Swim,Men,75.0,0.442,Budget
28060,Swim,Men,48.0,0.374,Budget
28184,Swim,Men,35.2,0.412,Budget
27449,Swim,Men,54.5,0.418,Budget
27730,Swim,Men,39.5,0.447,Budget
27804,Swim,Men,35.0,0.416,Budget
27822,Swim,Men,44.5,0.38,Budget
27917,Swim,Men,59.5,0.4,Budget
27952,Swim,Men,52.0,0.422,Budget
28008,Swim,Men,74.5,0.421,Budget
28049,Swim,Men,39.5,0.447,Budget
28062,Swim,Men,39.45,0.415,Budget
28120,Swim,Men,54.5,0.406,Budget
28139,Swim,Men,49.5,0.352,Budget
28282,Swim,Men,59.5,0.406,Budget
28294,Swim,Men,54.5,0.384,Budget
27959,Swim,Men,59.0,0.393,Budget
27807,Swim,Men,42.5,0.404,Budget
28084,Swim,Men,28.0,0.444,Budget
28225,Swim,Men,28.0,0.392,Budget
27426,Swim,Men,29.99,0.446,Budget
27463,Swim,Men,37.95,0.367,Budget
27582,Swim,Men,46.69,0.36,Budget
27682,Swim,Men,25.0,0.353,Budget
27744,Swim,Men,25.0,0.419,Budget
27837,Swim,Men,25.0,0.431,Budget
28021,Swim,Men,44.99,0.447,Budget
27983,Swim,Men,32.78,0.439,Budget
28045,Swim,Men,32.88,0.36,Budget
28054,Swim,Men,39.1,0.352,Budget
27972,Swim,Men,90.0,0.361,Budget
27980,Swim,Men,40.73,0.41,Budget
28027,Swim,Men,44.95,0.394,Budget
28124,Swim,Men,39.95,0.415,Budget
28136,Swim,Men,45.39,0.413,Budget
28152,Swim,Men,89.95,0.414,Budget
28210,Swim,Men,61.31,0.374,Budget
28284,Swim,Men,56.95,0.427,Budget
28103,Swim,Men,59.99,0.395,Budget
27854,Swim,Men,41.65,0.393,Budget
28173,Swim,Men,34.0,0.392,Budget
27932,Swim,Men,38.0,0.433,Budget
28080,Swim,Men,32.0,0.405,Budget
28082,Swim,Men,32.0,0.402,Budget
28188,Swim,Men,64.0,0.437,Budget
28298,Swim,Men,64.0,0.357,Budget
27792,Swim,Men,135.99,0.446,Premium
27816,Swim,Men,30.36,0.396,Budget
28006,Swim,Men,44.99,0.416,Budget
28036,Swim,Men,53.97,0.362,Budget
28137,Swim,Men,49.98,0.394,Budget
28161,Swim,Men,35.96,0.449,Budget
28253,Swim,Men,35.96,0.354,Budget
28267,Swim,Men,48.97,0.361,Budget
28270,Swim,Men,48.97,0.38,Budget
27829,Swim,Men,29.0,0.435,Budget
28024,Swim,Men,49.5,0.442,Budget
28116,Swim,Men,54.5,0.373,Budget
28163,Swim,Men,59.5,0.4,Budget
27949,Swim,Men,69.0,0.41,Budget
28033,Swim,Men,69.0,0.439,Budget
27877,Swim,Men,44.0,0.379,Budget
27670,Swim,Men,52.0,0.431,Budget
27795,Swim,Men,42.0,0.369,Budget
27818,Swim,Men,44.0,0.446,Budget
27833,Swim,Men,52.0,0.42,Budget
27875,Swim,Men,65.0,0.43,Budget
28019,Swim,Men,50.0,0.377,Budget
28147,Swim,Men,52.0,0.366,Budget
27622,Swim,Men,39.95,0.419,Budget
27675,Swim,Men,59.5,0.374,Budget
27688,Swim,Men,60.0,0.421,Budget
27695,Swim,Men,49.95,0.353,Budget
27696,Swim,Men,62.0,0.434,Budget
27704,Swim,Men,60.0,0.448,Budget
27710,Swim,Men,53.01,0.368,Budget
27735,Swim,Men,55.0,0.4,Budget
27950,Swim,Men,62.0,0.377,Budget
27961,Swim,Men,58.95,0.388,Budget
27974,Swim,Men,60.0,0.419,Budget
28015,Swim,Men,61.95,0.361,Budget
28102,Swim,Men,39.5,0.444,Budget
28130,Swim,Men,53.97,0.364,Budget
28166,Swim,Men,60.0,0.357,Budget
28200,Swim,Men,61.95,0.401,Budget
28242,Swim,Men,60.0,0.373,Budget
28070,Swim,Men,49.0,0.417,Budget
27482,Swim,Men,35.0,0.357,Budget
27526,Swim,Men,63.56,0.401,Budget
27528,Swim,Men,75.0,0.387,Budget
27535,Swim,Men,48.0,0.446,Budget
27587,Swim,Men,110.0,0.425,Budget
27607,Swim,Men,60.0,0.416,Budget
27610,Swim,Men,30.0,0.378,Budget
27645,Swim,Men,63.56,0.404,Budget
27740,Swim,Men,65.0,0.409,Budget
27775,Swim,Men,35.0,0.398,Budget
27800,Swim,Men,65.0,0.417,Budget
28031,Swim,Men,75.0,0.395,Budget
28090,Swim,Men,50.58,0.433,Budget
28190,Swim,Men,129.95,0.439,Premium
28236,Swim,Men,75.0,0.407,Budget
28252,Swim,Men,100.0,0.363,Budget
28289,Swim,Men,55.0,0.379,Budget
27396,Swim,Men,49.5,0.35,Budget
27405,Swim,Men,55.0,0.374,Budget
27407,Swim,Men,34.98,0.405,Budget
27451,Swim,Men,39.5,0.403,Budget
27544,Swim,Men,32.99,0.411,Budget
27568,Swim,Men,27.99,0.419,Budget
27609,Swim,Men,29.99,0.404,Budget
27661,Swim,Men,55.0,0.37,Budget
27673,Swim,Men,26.47,0.351,Budget
27676,Swim,Men,19.95,0.359,Budget
27716,Swim,Men,34.99,0.395,Budget
27728,Swim,Men,49.5,0.406,Budget
27764,Swim,Men,19.95,0.413,Budget
27824,Swim,Men,49.5,0.405,Budget
27849,Swim,Men,49.5,0.435,Budget
28018,Swim,Men,19.95,0.408,Budget
28100,Swim,Men,25.0,0.438,Budget
28227,Swim,Men,41.99,0.435,Budget
28292,Swim,Men,45.79,0.387,Budget
27404,Swim,Men,31.95,0.429,Budget
27412,Swim,Men,69.99,0.383,Budget
27418,Swim,Men,54.5,0.373,Budget
27429,Swim,Men,34.5,0.384,Budget
27439,Swim,Men,38.0,0.444,Budget
27475,Swim,Men,59.5,0.449,Budget
27493,Swim,Men,54.95,0.448,Budget
27494,Swim,Men,49.5,0.43,Budget
27500,Swim,Men,54.5,0.384,Budget
27501,Swim,Men,69.5,0.445,Budget
27514,Swim,Men,59.5,0.428,Budget
27542,Swim,Men,62.0,0.386,Budget
27577,Swim,Men,50.27,0.435,Budget
27613,Swim,Men,49.0,0.424,Budget
27632,Swim,Men,49.45,0.392,Budget
27643,Swim,Men,34.45,0.363,Budget
27665,Swim,Men,59.5,0.414,Budget
27678,Swim,Men,49.99,0.402,Budget
27683,Swim,Men,54.5,0.415,Budget
