user_id,cluster,segment,is_vip
397,3,Vang Lai,0
399,2,Tiem Nang,0
401,3,Vang Lai,0
402,0,Ngu Dong,0
407,0,Ngu Dong,0
409,3,Vang Lai,0
410,2,Tiem Nang,0
413,3,Vang Lai,0
414,3,Vang Lai,0
415,0,Ngu Dong,0
416,1,VIP,1
417,1,VIP,1
418,3,Vang Lai,0
419,1,VIP,1
420,1,VIP,1
421,0,Ngu Dong,0
422,3,Vang Lai,0
423,3,Vang Lai,0
425,3,Vang Lai,0
426,0,Ngu Dong,0
427,3,Vang Lai,0
428,0,Ngu Dong,0
429,0,Ngu Dong,0
430,0,Ngu Dong,0
431,3,Vang Lai,0
433,2,Tiem Nang,0
434,3,Vang Lai,0
436,3,Vang Lai,0
437,0,Ngu Dong,0
438,2,Tiem Nang,0
439,3,Vang Lai,0
440,3,Vang Lai,0
441,3,Vang Lai,0
442,0,Ngu Dong,0
444,3,Vang Lai,0
445,1,VIP,1
447,3,Vang Lai,0
448,1,VIP,1
449,2,Tiem Nang,0
450,3,Vang Lai,0
451,3,Vang Lai,0
452,1,VIP,1
453,3,Vang Lai,0
454,3,Vang Lai,0
455,3,Vang Lai,0
457,2,Tiem Nang,0
458,3,Vang Lai,0
459,3,Vang Lai,0
460,1,VIP,1
461,3,Vang Lai,0
462,3,Vang Lai,0
464,0,Ngu Dong,0
465,0,Ngu Dong,0
467,1,VIP,1
468,3,Vang Lai,0
470,3,Vang Lai,0
472,3,Vang Lai,0
474,0,Ngu Dong,0
475,1,VIP,1
477,3,Vang Lai,0
478,2,Tiem Nang,0
480,3,Vang Lai,0
481,0,Ngu Dong,0
482,3,Vang Lai,0
483,1,VIP,1
484,3,Vang Lai,0
485,3,Vang Lai,0
487,3,Vang Lai,0
488,3,Vang Lai,0
489,2,Tiem Nang,0
491,0,Ngu Dong,0
492,2,Tiem Nang,0
494,0,Ngu Dong,0
495,0,Ngu Dong,0
496,0,Ngu Dong,0
499,3,Vang Lai,0
500,1,VIP,1
501,1,VIP,1
502,0,Ngu Dong,0
503,0,Ngu Dong,0
504,3,Vang Lai,0
505,1,VIP,1
507,1,VIP,1
508,0,Ngu Dong,0
510,1,VIP,1
511,3,Vang Lai,0
512,1,VIP,1
513,1,VIP,1
515,0,Ngu Dong,0
517,3,Vang Lai,0
518,3,Vang Lai,0
520,2,Tiem Nang,0
521,2,Tiem Nang,0
523,3,Vang Lai,0
525,3,Vang Lai,0
526,0,Ngu Dong,0
527,3,Vang Lai,0
528,3,Vang Lai,0
529,0,Ngu Dong,0
530,3,Vang Lai,0
531,1,VIP,1
532,1,VIP,1
534,1,VIP,1
535,1,VIP,1
536,1,VIP,1
537,3,Vang Lai,0
538,3,Vang Lai,0
539,0,Ngu Dong,0
540,0,Ngu Dong,0
543,0,Ngu Dong,0
544,3,Vang Lai,0
545,1,VIP,1
546,3,Vang Lai,0
547,1,VIP,1
548,3,Vang Lai,0
549,2,Tiem Nang,0
550,3,Vang Lai,0
551,0,Ngu Dong,0
552,3,Vang Lai,0
553,1,VIP,1
554,0,Ngu Dong,0
555,1,VIP,1
556,3,Vang Lai,0
558,3,Vang Lai,0
559,3,Vang Lai,0
560,3,Vang Lai,0
563,3,Vang Lai,0
564,3,Vang Lai,0
565,3,Vang Lai,0
566,3,Vang Lai,0
567,3,Vang Lai,0
568,3,Vang Lai,0
569,3,Vang Lai,0
570,3,Vang Lai,0
571,3,Vang Lai,0
572,3,Vang Lai,0
573,2,Tiem Nang,0
574,2,Tiem Nang,0
575,1,VIP,1
576,3,Vang Lai,0
578,3,Vang Lai,0
579,3,Vang Lai,0
580,1,VIP,1
582,2,Tiem Nang,0
583,3,Vang Lai,0
585,3,Vang Lai,0
586,3,Vang Lai,0
587,3,Vang Lai,0
588,1,VIP,1
589,2,Tiem Nang,0
590,0,Ngu Dong,0
592,0,Ngu Dong,0
594,3,Vang Lai,0
595,3,Vang Lai,0
598,3,Vang Lai,0
600,3,Vang Lai,0
601,3,Vang Lai,0
603,3,Vang Lai,0
605,3,Vang Lai,0
606,3,Vang Lai,0
607,3,Vang Lai,0
608,3,Vang Lai,0
609,0,Ngu Dong,0
610,3,Vang Lai,0
611,3,Vang Lai,0
615,3,Vang Lai,0
617,3,Vang Lai,0
618,1,VIP,1
619,1,VIP,1
622,3,Vang Lai,0
623,3,Vang Lai,0
624,3,Vang Lai,0
625,2,Tiem Nang,0
627,1,VIP,1
628,3,Vang Lai,0
629,0,Ngu Dong,0
631,0,Ngu Dong,0
632,0,Ngu Dong,0
633,2,Tiem Nang,0
634,2,Tiem Nang,0
635,1,VIP,1
636,3,Vang Lai,0
638,3,Vang Lai,0
639,3,Vang Lai,0
640,2,Tiem Nang,0
641,3,Vang Lai,0
645,3,Vang Lai,0
647,3,Vang Lai,0
648,3,Vang Lai,0
649,2,Tiem Nang,0
650,3,Vang Lai,0
651,3,Vang Lai,0
652,0,Ngu Dong,0
653,1,VIP,1
654,3,Vang Lai,0
655,2,Tiem Nang,0
656,3,Vang Lai,0
660,0,Ngu Dong,0
661,3,Vang Lai,0
662,0,Ngu Dong,0
664,3,Vang Lai,0
665,2,Tiem Nang,0
666,1,VIP,1
668,0,Ngu Dong,0
670,3,Vang Lai,0
671,3,Vang Lai,0
672,0,Ngu Dong,0
673,1,VIP,1
674,3,Vang Lai,0
676,0,Ngu Dong,0
678,1,VIP,1
679,3,Vang Lai,0
681,0,Ngu Dong,0
682,3,Vang Lai,0
684,3,Vang Lai,0
685,3,Vang Lai,0
687,1,VIP,1
688,1,VIP,1
689,3,Vang Lai,0
690,3,Vang Lai,0
691,3,Vang Lai,0
692,3,Vang Lai,0
694,0,Ngu Dong,0
695,3,Vang Lai,0
696,0,Ngu Dong,0
698,1,VIP,1
699,3,Vang Lai,0
700,3,Vang Lai,0
702,3,Vang Lai,0
703,3,Vang Lai,0
704,3,Vang Lai,0
705,0,Ngu Dong,0
707,3,Vang Lai,0
708,1,VIP,1
710,3,Vang Lai,0
711,3,Vang Lai,0
714,3,Vang Lai,0
717,3,Vang Lai,0
718,3,Vang Lai,0
719,3,Vang Lai,0
720,0,Ngu Dong,0
722,3,Vang Lai,0
723,3,Vang Lai,0
726,3,Vang Lai,0
729,0,Ngu Dong,0
730,0,Ngu Dong,0
731,1,VIP,1
732,0,Ngu Dong,0
734,3,Vang Lai,0
735,3,Vang Lai,0
738,3,Vang Lai,0
739,3,Vang Lai,0
740,0,Ngu Dong,0
741,3,Vang Lai,0
742,0,Ngu Dong,0
743,3,Vang Lai,0
744,1,VIP,1
745,3,Vang Lai,0
747,2,Tiem Nang,0
748,3,Vang Lai,0
749,0,Ngu Dong,0
750,3,Vang Lai,0
751,1,VIP,1
753,1,VIP,1
755,3,Vang Lai,0
756,3,Vang Lai,0
757,1,VIP,1
758,3,Vang Lai,0
760,3,Vang Lai,0
763,0,Ngu Dong,0
764,3,Vang Lai,0
765,3,Vang Lai,0
766,1,VIP,1
767,3,Vang Lai,0
768,2,Tiem Nang,0
770,1,VIP,1
771,3,Vang Lai,0
773,1,VIP,1
777,0,Ngu Dong,0
779,1,VIP,1
780,3,Vang Lai,0
781,3,Vang Lai,0
783,1,VIP,1
784,0,Ngu Dong,0
786,3,Vang Lai,0
787,1,VIP,1
788,2,Tiem Nang,0
789,3,Vang Lai,0
791,3,Vang Lai,0
792,3,Vang Lai,0
793,3,Vang Lai,0
795,0,Ngu Dong,0
796,3,Vang Lai,0
797,0,Ngu Dong,0
798,3,Vang Lai,0
799,0,Ngu Dong,0
800,0,Ngu Dong,0
802,3,Vang Lai,0
803,0,Ngu Dong,0
804,3,Vang Lai,0
805,1,VIP,1
806,0,Ngu Dong,0
808,3,Vang Lai,0
810,3,Vang Lai,0
812,0,Ngu Dong,0
813,3,Vang Lai,0
814,1,VIP,1
815,0,Ngu Dong,0
816,3,Vang Lai,0
817,0,Ngu Dong,0
818,1,VIP,1
819,2,Tiem Nang,0
821,0,Ngu Dong,0
822,3,Vang Lai,0
823,0,Ngu Dong,0
824,3,Vang Lai,0
825,0,Ngu Dong,0
827,0,Ngu Dong,0
828,3,Vang Lai,0
829,0,Ngu Dong,0
830,1,VIP,1
832,3,Vang Lai,0
833,1,VIP,1
834,1,VIP,1
835,3,Vang Lai,0
836,3,Vang Lai,0
840,0,Ngu Dong,0
842,1,VIP,1
844,3,Vang Lai,0
845,0,Ngu Dong,0
847,3,Vang Lai,0
848,3,Vang Lai,0
849,2,Tiem Nang,0
852,0,Ngu Dong,0
853,0,Ngu Dong,0
855,3,Vang Lai,0
856,0,Ngu Dong,0
857,0,Ngu Dong,0
858,0,Ngu Dong,0
860,1,VIP,1
862,1,VIP,1
863,1,VIP,1
864,3,Vang Lai,0
866,3,Vang Lai,0
867,3,Vang Lai,0
868,2,Tiem Nang,0
869,1,VIP,1
870,3,Vang Lai,0
871,3,Vang Lai,0
873,3,Vang Lai,0
875,1,VIP,1
876,1,VIP,1
877,0,Ngu Dong,0
878,3,Vang Lai,0
879,1,VIP,1
881,3,Vang Lai,0
882,1,VIP,1
885,1,VIP,1
887,3,Vang Lai,0
888,3,Vang Lai,0
889,3,Vang Lai,0
890,3,Vang Lai,0
891,1,VIP,1
894,1,VIP,1
895,3,Vang Lai,0
896,2,Tiem Nang,0
897,1,VIP,1
899,1,VIP,1
900,3,Vang Lai,0
901,0,Ngu Dong,0
904,3,Vang Lai,0
905,0,Ngu Dong,0
908,3,Vang Lai,0
910,3,Vang Lai,0
911,3,Vang Lai,0
912,0,Ngu Dong,0
913,3,Vang Lai,0
914,3,Vang Lai,0
916,3,Vang Lai,0
917,0,Ngu Dong,0
919,3,Vang Lai,0
920,0,Ngu Dong,0
921,3,Vang Lai,0
922,0,Ngu Dong,0
923,3,Vang Lai,0
924,1,VIP,1
926,3,Vang Lai,0
927,2,Tiem Nang,0
929,2,Tiem Nang,0
930,3,Vang Lai,0
932,3,Vang Lai,0
934,3,Vang Lai,0
936,3,Vang Lai,0
937,3,Vang Lai,0
938,3,Vang Lai,0
939,3,Vang Lai,0
940,0,Ngu Dong,0
942,0,Ngu Dong,0
944,1,VIP,1
949,1,VIP,1
951,3,Vang Lai,0
952,0,Ngu Dong,0
953,1,VIP,1
954,3,Vang Lai,0
956,3,Vang Lai,0
957,3,Vang Lai,0
959,3,Vang Lai,0
961,3,Vang Lai,0
962,3,Vang Lai,0
964,3,Vang Lai,0
966,3,Vang Lai,0
967,3,Vang Lai,0
968,0,Ngu Dong,0
969,3,Vang Lai,0
971,3,Vang Lai,0
972,0,Ngu Dong,0
974,1,VIP,1
975,3,Vang Lai,0
976,3,Vang Lai,0
977,3,Vang Lai,0
978,3,Vang Lai,0
979,3,Vang Lai,0
980,3,Vang Lai,0
982,0,Ngu Dong,0
983,3,Vang Lai,0
985,3,Vang Lai,0
987,1,VIP,1
988,1,VIP,1
990,0,Ngu Dong,0
991,2,Tiem Nang,0
992,3,Vang Lai,0
997,1,VIP,1
998,3,Vang Lai,0
999,2,Tiem Nang,0
1001,1,VIP,1
1003,3,Vang Lai,0
1004,3,Vang Lai,0
1006,1,VIP,1
1007,3,Vang Lai,0
1009,2,Tiem Nang,0
1010,1,VIP,1
1011,1,VIP,1
1012,3,Vang Lai,0
1013,2,Tiem Nang,0
1014,3,Vang Lai,0
1015,3,Vang Lai,0
1016,3,Vang Lai,0
1019,0,Ngu Dong,0
1022,1,VIP,1
1024,0,Ngu Dong,0
1025,1,VIP,1
1026,1,VIP,1
1027,3,Vang Lai,0
1028,0,Ngu Dong,0
1029,3,Vang Lai,0
1033,3,Vang Lai,0
1035,3,Vang Lai,0
1036,2,Tiem Nang,0
1038,3,Vang Lai,0
1041,3,Vang Lai,0
1042,3,Vang Lai,0
1044,0,Ngu Dong,0
1045,1,VIP,1
1046,3,Vang Lai,0
1047,3,Vang Lai,0
1048,2,Tiem Nang,0
1049,0,Ngu Dong,0
1050,3,Vang Lai,0
1052,0,Ngu Dong,0
1053,0,Ngu Dong,0
1055,3,Vang Lai,0
1056,3,Vang Lai,0
1057,3,Vang Lai,0
1058,3,Vang Lai,0
1059,3,Vang Lai,0
1060,1,VIP,1
1061,3,Vang Lai,0
1063,0,Ngu Dong,0
1065,0,Ngu Dong,0
1068,2,Tiem Nang,0
1069,1,VIP,1
1070,3,Vang Lai,0
1073,0,Ngu Dong,0
1074,3,Vang Lai,0
1075,0,Ngu Dong,0
1077,0,Ngu Dong,0
1078,3,Vang Lai,0
1079,3,Vang Lai,0
1080,0,Ngu Dong,0
1081,0,Ngu Dong,0
1082,3,Vang Lai,0
1084,0,Ngu Dong,0
1085,3,Vang Lai,0
1086,3,Vang Lai,0
1087,3,Vang Lai,0
1088,3,Vang Lai,0
1089,1,VIP,1
1091,3,Vang Lai,0
1092,3,Vang Lai,0
1093,3,Vang Lai,0
1094,3,Vang Lai,0
1095,0,Ngu Dong,0
1096,3,Vang Lai,0
1097,3,Vang Lai,0
1098,3,Vang Lai,0
1099,3,Vang Lai,0
1100,3,Vang Lai,0
1101,2,Tiem Nang,0
1102,3,Vang Lai,0
1103,2,Tiem Nang,0
1104,0,Ngu Dong,0
1105,3,Vang Lai,0
1106,3,Vang Lai,0
1107,3,Vang Lai,0
1108,3,Vang Lai,0
1110,3,Vang Lai,0
1111,3,Vang Lai,0
1112,3,Vang Lai,0
1113,2,Tiem Nang,0
1114,3,Vang Lai,0
1115,2,Tiem Nang,0
1116,0,Ngu Dong,0
1117,3,Vang Lai,0
1119,3,Vang Lai,0
1120,3,Vang Lai,0
1121,1,VIP,1
1122,3,Vang Lai,0
1123,0,Ngu Dong,0
1124,3,Vang Lai,0
1126,3,Vang Lai,0
1128,1,VIP,1
1131,1,VIP,1
1132,3,Vang Lai,0
1133,3,Vang Lai,0
1134,0,Ngu Dong,0
1135,3,Vang Lai,0
1138,3,Vang Lai,0
1139,0,Ngu Dong,0
1141,3,Vang Lai,0
1143,3,Vang Lai,0
1144,3,Vang Lai,0
1146,1,VIP,1
1147,1,VIP,1
1148,0,Ngu Dong,0
1149,0,Ngu Dong,0
1155,0,Ngu Dong,0
1156,0,Ngu Dong,0
1160,3,Vang Lai,0
1161,1,VIP,1
1162,3,Vang Lai,0
1163,0,Ngu Dong,0
1164,0,Ngu Dong,0
1165,3,Vang Lai,0
1167,2,Tiem Nang,0
1168,3,Vang Lai,0
1169,3,Vang Lai,0
1170,3,Vang Lai,0
1171,1,VIP,1
1172,3,Vang Lai,0
1173,3,Vang Lai,0
1174,0,Ngu Dong,0
1175,3,Vang Lai,0
1176,2,Tiem Nang,0
1180,3,Vang Lai,0
1182,0,Ngu Dong,0
1185,3,Vang Lai,0
1186,3,Vang Lai,0
1187,1,VIP,1
1188,0,Ngu Dong,0
1191,2,Tiem Nang,0
1192,0,Ngu Dong,0
1194,2,Tiem Nang,0
1196,3,Vang Lai,0
1197,3,Vang Lai,0
1201,0,Ngu Dong,0
1202,3,Vang Lai,0
1203,3,Vang Lai,0
1205,3,Vang Lai,0
1206,1,VIP,1
1207,0,Ngu Dong,0
1208,0,Ngu Dong,0
1209,1,VIP,1
1210,3,Vang Lai,0
1213,0,Ngu Dong,0
1215,3,Vang Lai,0
1216,3,Vang Lai,0
1217,3,Vang Lai,0
1218,3,Vang Lai,0
1219,3,Vang Lai,0
1220,3,Vang Lai,0
1223,0,Ngu Dong,0
1225,3,Vang Lai,0
1228,2,Tiem Nang,0
1231,3,Vang Lai,0
1232,3,Vang Lai,0
1233,3,Vang Lai,0
1234,3,Vang Lai,0
1235,3,Vang Lai,0
1236,2,Tiem Nang,0
1237,3,Vang Lai,0
1238,0,Ngu Dong,0
1239,0,Ngu Dong,0
1240,3,Vang Lai,0
1241,0,Ngu Dong,0
1242,3,Vang Lai,0
1243,3,Vang Lai,0
1244,0,Ngu Dong,0
1246,3,Vang Lai,0
1247,0,Ngu Dong,0
1248,1,VIP,1
1249,3,Vang Lai,0
1250,0,Ngu Dong,0
1251,3,Vang Lai,0
1252,2,Tiem Nang,0
1253,0,Ngu Dong,0
1254,0,Ngu Dong,0
1255,3,Vang Lai,0
1257,2,Tiem Nang,0
1258,3,Vang Lai,0
1260,3,Vang Lai,0
1261,0,Ngu Dong,0
1262,0,Ngu Dong,0
1263,3,Vang Lai,0
1265,1,VIP,1
1267,3,Vang Lai,0
1268,3,Vang Lai,0
1269,1,VIP,1
1270,1,VIP,1
1272,3,Vang Lai,0
1273,1,VIP,1
1274,0,Ngu Dong,0
1275,0,Ngu Dong,0
1276,0,Ngu Dong,0
1280,1,VIP,1
1281,3,Vang Lai,0
1282,0,Ngu Dong,0
1283,0,Ngu Dong,0
1284,0,Ngu Dong,0
1285,1,VIP,1
1286,1,VIP,1
1287,1,VIP,1
1291,2,Tiem Nang,0
1292,3,Vang Lai,0
1293,3,Vang Lai,0
1294,0,Ngu Dong,0
1295,0,Ngu Dong,0
1296,3,Vang Lai,0
1297,3,Vang Lai,0
1299,0,Ngu Dong,0
1300,3,Vang Lai,0
1302,3,Vang Lai,0
1303,0,Ngu Dong,0
1304,0,Ngu Dong,0
1305,0,Ngu Dong,0
1307,3,Vang Lai,0
1308,3,Vang Lai,0
1309,1,VIP,1
1312,1,VIP,1
1316,3,Vang Lai,0
1317,1,VIP,1
1318,3,Vang Lai,0
1319,3,Vang Lai,0
1323,3,Vang Lai,0
1324,3,Vang Lai,0
1327,3,Vang Lai,0
1328,0,Ngu Dong,0
1329,3,Vang Lai,0
1330,3,Vang Lai,0
1331,3,Vang Lai,0
1332,0,Ngu Dong,0
1333,3,Vang Lai,0
1336,3,Vang Lai,0
1338,0,Ngu Dong,0
1339,3,Vang Lai,0
1340,3,Vang Lai,0
1341,0,Ngu Dong,0
1343,0,Ngu Dong,0
1344,3,Vang Lai,0
1345,1,VIP,1
1346,2,Tiem Nang,0
1347,1,VIP,1
1348,1,VIP,1
1349,0,Ngu Dong,0
1350,3,Vang Lai,0
1351,2,Tiem Nang,0
1353,0,Ngu Dong,0
1354,3,Vang Lai,0
1355,3,Vang Lai,0
1356,3,Vang Lai,0
1357,3,Vang Lai,0
1360,3,Vang Lai,0
1361,0,Ngu Dong,0
1363,1,VIP,1
1365,1,VIP,1
1366,3,Vang Lai,0
1367,3,Vang Lai,0
1369,3,Vang Lai,0
1370,3,Vang Lai,0
1371,3,Vang Lai,0
1373,1,VIP,1
1374,3,Vang Lai,0
1375,0,Ngu Dong,0
1376,3,Vang Lai,0
1377,0,Ngu Dong,0
1378,0,Ngu Dong,0
1379,3,Vang Lai,0
1380,3,Vang Lai,0
1381,3,Vang Lai,0
1382,3,Vang Lai,0
1383,3,Vang Lai,0
1385,3,Vang Lai,0
1386,3,Vang Lai,0
1388,3,Vang Lai,0
1389,1,VIP,1
1390,3,Vang Lai,0
1391,3,Vang Lai,0
1392,3,Vang Lai,0
1393,3,Vang Lai,0
1394,3,Vang Lai,0
1395,3,Vang Lai,0
1398,3,Vang Lai,0
1399,0,Ngu Dong,0
1401,0,Ngu Dong,0
1403,1,VIP,1
1406,3,Vang Lai,0
1408,3,Vang Lai,0
1409,0,Ngu Dong,0
1411,3,Vang Lai,0
1413,1,VIP,1
1414,3,Vang Lai,0
1415,3,Vang Lai,0
1416,1,VIP,1
1421,1,VIP,1
1422,0,Ngu Dong,0
1426,0,Ngu Dong,0
1427,0,Ngu Dong,0
1428,1,VIP,1
1429,3,Vang Lai,0
1430,3,Vang Lai,0
1431,3,Vang Lai,0
1432,3,Vang Lai,0
1433,3,Vang Lai,0
1434,3,Vang Lai,0
1435,3,Vang Lai,0
1436,1,VIP,1
1438,0,Ngu Dong,0
1439,3,Vang Lai,0
1442,3,Vang Lai,0
1443,1,VIP,1
1444,0,Ngu Dong,0
1445,0,Ngu Dong,0
1446,1,VIP,1
1447,3,Vang Lai,0
1448,2,Tiem Nang,0
1449,0,Ngu Dong,0
1450,0,Ngu Dong,0
1451,3,Vang Lai,0
1452,0,Ngu Dong,0
1453,3,Vang Lai,0
1454,3,Vang Lai,0
1455,3,Vang Lai,0
1456,3,Vang Lai,0
1458,3,Vang Lai,0
1459,3,Vang Lai,0
1460,1,VIP,1
1461,1,VIP,1
1462,0,Ngu Dong,0
1463,3,Vang Lai,0
1464,3,Vang Lai,0
1465,3,Vang Lai,0
1467,3,Vang Lai,0
1468,3,Vang Lai,0
1470,0,Ngu Dong,0
1471,3,Vang Lai,0
1472,3,Vang Lai,0
1473,3,Vang Lai,0
1474,0,Ngu Dong,0
1475,3,Vang Lai,0
1476,0,Ngu Dong,0
1477,3,Vang Lai,0
1478,3,Vang Lai,0
1482,3,Vang Lai,0
1483,0,Ngu Dong,0
1485,0,Ngu Dong,0
